Date,Open,High,Low,Close,Adj Close,Volume
2023-06-29,334.709991,336.109985,332.619995,335.049988,333.664886,16997000
2023-06-30,337.750000,342.730011,337.200012,340.540009,339.132202,26823800
2023-07-03,339.190002,340.899994,336.570007,337.989990,336.592743,12508700
2023-07-05,335.089996,341.649994,334.730011,338.149994,336.752075,18172400
2023-07-06,337.299988,342.989990,335.500000,341.269989,339.859192,28161200
2023-07-07,339.320007,341.790009,337.000000,337.220001,335.825928,21185300
2023-07-10,334.600006,335.230011,327.589996,331.829987,330.458191,32791400
2023-07-11,331.059998,332.859985,327.000000,332.470001,331.095581,26698200
2023-07-12,336.600006,341.649994,335.670013,337.200012,335.806030,29995300
2023-07-13,339.559998,343.739990,339.019989,342.660004,341.243469,20567200
2023-07-14,347.589996,351.429993,344.309998,345.239990,343.812744,28302200
2023-07-17,345.679993,346.989990,342.200012,345.730011,344.300751,20363900
2023-07-18,345.829987,366.779999,342.170013,359.489990,358.003876,64872700
2023-07-19,361.750000,362.459991,352.440002,355.079987,353.612061,39732900
2023-07-20,353.570007,357.970001,345.369995,346.869995,345.436035,33778400
2023-07-21,349.149994,350.299988,339.829987,343.769989,342.348846,69368900
2023-07-24,345.850006,346.920013,342.309998,345.109985,343.683289,26678100
2023-07-25,347.109985,351.890015,345.070007,350.980011,349.529053,41637700
2023-07-26,341.440002,344.670013,333.109985,337.769989,336.373627,58383700
2023-07-27,340.480011,341.329987,329.049988,330.720001,329.352783,39635300
2023-07-28,333.670013,340.010010,333.170013,338.369995,336.971161,28484900
2023-07-31,336.920013,337.700012,333.359985,335.920013,334.531311,25446000
2023-08-01,335.190002,338.540009,333.700012,336.339996,334.949554,18311900
2023-08-02,333.630005,333.630005,326.359985,327.500000,326.146118,27761300
2023-08-03,326.000000,329.880005,325.950012,326.660004,325.309601,18253700
2023-08-04,331.880005,335.140015,327.239990,327.779999,326.424957,23727700
2023-08-07,328.369995,331.109985,327.519989,330.109985,328.745331,17741500
2023-08-08,326.959991,328.750000,323.000000,326.049988,324.702087,22327600
2023-08-09,326.470001,327.109985,321.049988,322.230011,320.897919,22373300
2023-08-10,326.019989,328.260010,321.179993,322.929993,321.595001,20113700
2023-08-11,320.260010,322.410004,319.209991,321.010010,319.682953,24342600
2023-08-14,321.390015,324.059998,320.079987,324.040009,322.700409,18836100
2023-08-15,323.000000,325.089996,320.899994,321.859985,320.529419,16966300
2023-08-16,320.799988,324.420013,319.799988,320.399994,319.751007,20698900
2023-08-17,320.540009,321.869995,316.209991,316.880005,316.238159,21257200
2023-08-18,314.489990,318.380005,311.549988,316.480011,315.838959,24744800
2023-08-21,317.929993,322.769989,317.040009,321.880005,321.228027,24040000
2023-08-22,325.500000,326.079987,321.459991,322.459991,321.806824,16102000
2023-08-23,323.820007,329.200012,323.459991,327.000000,326.337646,21166400
2023-08-24,332.850006,332.980011,319.959991,319.970001,319.321899,23281400
2023-08-25,321.470001,325.359985,318.799988,322.980011,322.325806,21684100
2023-08-28,325.660004,326.149994,321.720001,323.700012,323.044342,14808500
2023-08-29,321.880005,328.980011,321.880005,328.410004,327.744781,19284600
2023-08-30,328.670013,329.809998,326.450012,328.790009,328.124023,15222100
2023-08-31,329.200012,330.910004,326.779999,327.760010,327.096130,26411000
2023-09-01,331.309998,331.989990,326.779999,328.660004,327.994293,14931200
2023-09-05,329.000000,334.850006,328.660004,333.549988,332.874359,18553900
2023-09-06,333.380005,334.459991,330.179993,332.880005,332.205750,17535800
2023-09-07,331.290009,333.079987,329.029999,329.910004,329.241760,18381000
2023-09-08,330.089996,336.160004,329.459991,334.269989,333.592896,19530100
2023-09-11,337.239990,338.420013,335.429993,337.940002,337.255493,16583300
2023-09-12,335.820007,336.790009,331.480011,331.769989,331.097961,17565500
2023-09-13,331.309998,336.850006,331.170013,336.059998,335.379303,16544400
2023-09-14,339.149994,340.859985,336.570007,338.700012,338.013947,20267000
2023-09-15,336.920013,337.399994,329.649994,330.220001,329.551117,37666900
2023-09-18,327.799988,330.399994,326.359985,329.059998,328.393463,16834200
2023-09-19,326.170013,329.390015,324.510010,328.649994,327.984283,16505900
2023-09-20,329.510010,329.589996,320.510010,320.769989,320.120270,21436500
2023-09-21,319.260010,325.350006,315.000000,319.529999,318.882782,35529500
2023-09-22,321.320007,321.450012,316.149994,317.010010,316.367889,21447900
2023-09-25,316.589996,317.670013,315.000000,317.540009,316.896820,17836000
2023-09-26,315.130005,315.880005,310.019989,312.140015,311.507751,26297600
2023-09-27,312.299988,314.299988,309.690002,312.790009,312.156433,19410100
2023-09-28,310.989990,315.480011,309.450012,313.640015,313.004730,19683600
2023-09-29,317.750000,319.470001,314.980011,315.750000,315.110443,24140300
2023-10-02,316.279999,321.890015,315.179993,321.799988,321.148163,20570000
2023-10-03,320.829987,321.390015,311.209991,313.390015,312.755219,21033500
